Date,Branch ID,Employee ID,Daily Customers,Sim Cards,Spoiled Cards,Cards Activated,Cards Topped Up,Apps,Apps Transacted,Customer Satisfaction
02-01-23,B004,B004_E005,45,14,0,9,5,2,0,4.6
02-01-23,B004,B004_E006,39,6,0,4,1,2,0,4.5
02-01-23,B004,B004_E007,53,3,0,1,0,2,0,4.3
02-01-23,B004,B004_E008,45,5,0,3,1,1,0,4
02-01-23,B004,B004_E009,37,6,0,3,1,1,0,4.2
02-01-23,B004,B004_E010,22,8,0,6,3,1,0,4.3
02-01-23,B005,B005_E001,73,16,0,11,6,4,1,4.2
02-01-23,B005,B005_E002,57,12,0,7,3,7,0,3.5
02-01-23,B005,B005_E003,111,7,0,4,1,8,4,3.9
02-01-23,B005,B005_E004,100,17,0,10,4,6,3,3.5
02-01-23,B005,B005_E005,84,23,0,19,9,5,1,3.6
02-01-23,B005,B005_E006,88,8,0,5,2,6,2,4.3
02-01-23,B005,B005_E007,73,23,0,17,6,8,3,3.4
02-01-23,B005,B005_E008,66,11,0,6,2,5,1,3.3
02-01-23,B005,B005_E009,78,21,0,12,5,6,1,3.3
02-01-23,B005,B005_E010,84,14,0,10,4,9,5,4.1
02-01-23,B006,B006_E001,34,9,0,5,2,1,0,5
02-01-23,B006,B006_E002,33,9,0,6,3,1,0,5
02-01-23,B006,B006_E003,25,2,0,1,0,1,0,5
02-01-23,B006,B006_E004,26,6,0,4,1,0,0,4.7
02-01-23,B006,B006_E005,34,6,0,3,1,0,0,4.5
02-01-23,B006,B006_E006,34,6,0,3,1,1,0,5
02-01-23,B006,B006_E007,44,7,0,5,2,1,0,5
02-01-23,B006,B006_E008,22,4,0,2,0,1,0,5
02-01-23,B006,B006_E009,33,3,0,1,0,1,0,5
02-01-23,B006,B006_E010,37,2,0,1,0,0,0,4.5
02-01-23,B007,B007_E001,72,19,0,13,5,2,0,4.7
02-01-23,B007,B007_E002,89,20,0,15,6,2,0,4.2
02-01-23,B007,B007_E003,71,7,0,5,2,2,0,4.4
02-01-23,B007,B007_E004,38,18,0,14,8,2,0,4.4
02-01-23,B007,B007_E005,81,13,0,7,3,1,0,4.4
02-01-23,B007,B007_E006,68,10,0,8,4,1,0,4.3
02-01-23,B007,B007_E007,86,20,0,15,7,1,0,4.3
02-01-23,B007,B007_E008,68,9,0,7,3,2,0,4.2
02-01-23,B007,B007_E009,62,10,0,6,3,2,0,4.3
02-01-23,B007,B007_E010,43,18,0,10,5,2,0,4.7
02-01-23,B008,B008_E001,31,5,0,3,1,3,0,3.7
02-01-23,B008,B008_E002,24,3,0,1,0,1,0,3.7
02-01-23,B008,B008_E003,30,5,0,3,1,3,1,3.9
02-01-23,B008,B008_E004,50,9,0,7,3,3,1,4.2
02-01-23,B008,B008_E005,42,3,0,1,0,2,0,3.9
02-01-23,B008,B008_E006,41,11,0,7,3,2,0,3.8
02-01-23,B008,B008_E007,39,5,0,3,1,1,0,3.4
02-01-23,B008,B008_E008,46,10,0,8,4,3,1,4.3
02-01-23,B008,B008_E009,28,4,0,2,0,1,0,3.5
02-01-23,B008,B008_E010,41,9,0,6,2,2,0,3.7
02-01-23,B009,B009_E001,61,15,0,9,4,4,0,4.4
02-01-23,B009,B009_E002,82,11,0,7,3,2,0,4.3
02-01-23,B009,B009_E003,74,16,0,13,5,2,0,4.6
02-01-23,B009,B009_E004,42,13,0,7,3,5,0,4.4
02-01-23,B009,B009_E005,35,13,0,8,3,6,1,4.6
02-01-23,B009,B009_E006,61,19,0,15,8,2,0,4.5
02-01-23,B009,B009_E007,47,12,0,7,3,3,1,5
02-01-23,B009,B009_E008,74,6,0,4,1,4,1,5
02-01-23,B009,B009_E009,63,17,0,12,7,6,2,5
02-01-23,B009,B009_E010,70,10,0,7,3,3,0,4.7
02-01-23,B010,B010_E001,89,28,0,24,11,2,0,4.6
02-01-23,B010,B010_E002,67,30,0,18,11,3,1,4.1
02-01-23,B010,B010_E003,106,15,0,10,5,6,3,4.4
02-01-23,B010,B010_E004,116,32,0,22,9,4,0,4.3
02-01-23,B010,B010_E005,119,21,0,13,6,3,0,4.4
02-01-23,B010,B010_E006,55,24,0,15,6,7,3,4.1
02-01-23,B010,B010_E007,117,27,0,21,11,5,1,4.5
02-01-23,B010,B010_E008,106,24,0,20,10,5,2,4.2
02-01-23,B010,B010_E009,90,32,0,27,17,5,0,3.9
02-01-23,B010,B010_E010,77,29,0,19,8,7,1,4.1
02-01-23,B011,B011_E001,47,7,0,5,2,3,0,3.6
02-01-23,B011,B011_E002,41,4,0,2,0,3,0,3.4
02-01-23,B011,B011_E003,20,4,0,2,0,2,0,3.2
02-01-23,B011,B011_E004,21,3,0,1,0,4,1,3.5
02-01-23,B011,B011_E005,35,3,0,1,0,3,0,3.1
02-01-23,B011,B011_E006,47,4,0,2,0,2,0,3.8
02-01-23,B011,B011_E007,33,7,0,5,2,3,0,3.2
02-01-23,B011,B011_E008,47,7,0,5,2,3,1,3.3
02-01-23,B011,B011_E009,21,3,0,1,0,4,1,3.4
02-01-23,B011,B011_E010,48,7,0,5,2,4,0,2.9
02-01-23,B012,B012_E001,105,17,0,14,6,1,0,4
02-01-23,B012,B012_E002,99,8,0,6,3,1,0,4.3
02-01-23,B012,B012_E003,60,16,0,12,4,3,1,3.6
02-01-23,B012,B012_E004,45,17,0,10,4,2,0,3.8
02-01-23,B012,B012_E005,71,8,0,6,3,2,0,4.3
02-01-23,B012,B012_E006,76,16,0,10,4,1,0,3.7
02-01-23,B012,B012_E007,45,12,0,7,3,1,0,4
02-01-23,B012,B012_E008,92,10,0,7,3,2,0,4.2
02-01-23,B012,B012_E009,103,8,0,6,3,3,0,3.9
02-01-23,B012,B012_E010,99,5,0,3,1,1,0,4.2
02-01-23,B013,B013_E001,63,23,0,19,7,1,0,3.1
02-01-23,B013,B013_E002,58,7,0,5,2,1,0,3.5
02-01-23,B013,B013_E003,72,12,0,7,3,2,0,2.8
02-01-23,B013,B013_E004,67,10,0,6,3,3,0,3.2
02-01-23,B013,B013_E005,43,12,0,8,3,1,0,3.3
02-01-23,B013,B013_E006,63,16,0,12,7,1,0,3.4
02-01-23,B013,B013_E007,77,14,0,10,4,2,0,2.7
02-01-23,B013,B013_E008,56,9,0,7,2,1,0,2.6
02-01-23,B013,B013_E009,48,20,0,16,10,1,0,3.6
02-01-23,B013,B013_E010,53,8,0,6,2,2,0,2.7
02-01-23,B014,B014_E001,53,5,0,3,1,3,1,4.1
02-01-23,B014,B014_E002,43,12,0,7,2,3,1,4.8
02-01-23,B014,B014_E003,50,11,0,6,3,4,0,4.6
02-01-23,B014,B014_E004,65,12,0,7,2,4,1,4.2
02-01-23,B014,B014_E005,40,6,0,3,1,2,0,3.9
02-01-23,B014,B014_E006,75,12,0,7,3,4,1,4.8
02-01-23,B014,B014_E007,44,12,0,9,3,2,0,4.4
02-01-23,B014,B014_E008,54,7,0,5,2,4,1,4.6
02-01-23,B014,B014_E009,76,12,0,7,2,2,0,3.9
02-01-23,B014,B014_E010,69,12,0,7,2,4,1,4.8
02-01-23,B015,B015_E001,36,5,0,3,1,3,0,3.5
02-01-23,B015,B015_E002,69,5,0,3,1,2,0,3.3
02-01-23,B015,B015_E003,75,14,0,8,4,4,0,3.9
02-01-23,B015,B015_E004,47,5,0,3,1,2,0,3.8
02-01-23,B015,B015_E005,42,10,0,8,4,4,1,3.4
02-01-23,B015,B015_E006,75,5,0,3,1,2,0,3.1
02-01-23,B015,B015_E007,52,13,0,7,2,3,1,3.6
02-01-23,B015,B015_E008,75,5,0,3,1,3,0,3.4
02-01-23,B015,B015_E009,51,14,0,9,5,3,0,3.7
02-01-23,B015,B015_E010,56,7,0,4,1,3,0,3.1
02-01-23,B016,B016_E001,58,16,0,9,3,7,1,3.3
02-01-23,B016,B016_E002,40,12,0,9,3,6,2,3.4
02-01-23,B016,B016_E003,37,18,0,14,7,3,1,3.9
02-01-23,B016,B016_E004,60,15,0,10,6,5,2,3.6
02-01-23,B016,B016_E005,61,6,0,4,1,6,0,3.4
02-01-23,B016,B016_E006,69,6,0,3,1,3,1,3.6
02-01-23,B016,B016_E007,74,7,0,4,1,5,2,3.3
02-01-23,B016,B016_E008,52,8,0,4,1,6,2,3.7
02-01-23,B016,B016_E009,60,12,0,7,2,7,3,3.9
02-01-23,B016,B016_E010,49,6,0,4,1,3,0,4.3
02-01-23,B017,B017_E001,62,18,0,11,6,5,0,4.6
02-01-23,B017,B017_E002,47,12,0,8,4,2,0,4.6
02-01-23,B017,B017_E003,63,13,0,7,2,4,0,4.8
02-01-23,B017,B017_E004,102,15,0,10,4,4,1,4.1
02-01-23,B017,B017_E005,64,7,0,5,2,3,0,3.9
02-01-23,B017,B017_E006,79,5,0,3,1,3,0,4
02-01-23,B017,B017_E007,88,15,0,9,3,3,1,4.7
02-01-23,B017,B017_E008,62,15,0,11,6,4,1,4.7
02-01-23,B017,B017_E009,85,10,0,6,2,2,0,4.8
02-01-23,B017,B017_E010,44,12,0,8,4,5,1,4.2
02-01-23,B018,B018_E001,73,17,0,13,8,2,0,3
02-01-23,B018,B018_E002,49,14,0,9,3,1,0,3.4
02-01-23,B018,B018_E003,42,15,0,12,4,1,0,2.8
